https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VET,Volume USDT,tradecount
1610064000000,2021-01-08 00:00:00,VET/USDT,0.028735,0.028967,0.024539,0.027344,2571172628,69599793.950400,288893
1609977600000,2021-01-07 00:00:00,VET/USDT,0.030908,0.032017,0.026936,0.028721,2548135809,75654728.490614,277685
1609891200000,2021-01-06 00:00:00,VET/USDT,0.027994,0.032392,0.027215,0.030904,3488545615,104147539.383089,380804
1609804800000,2021-01-05 00:00:00,VET/USDT,0.024638,0.029056,0.023205,0.027966,3663331971,96047848.748370,372109
1609718400000,2021-01-04 00:00:00,VET/USDT,0.026309,0.027295,0.021280,0.024636,4373263891,105156916.342442,389486
1609632000000,2021-01-03 00:00:00,VET/USDT,0.020051,0.027090,0.019800,0.026307,6415990972,152133132.232048,515897
1609545600000,2021-01-02 00:00:00,VET/USDT,0.019079,0.021285,0.018501,0.020042,2215839627,43872112.696681,193951
1609459200000,2021-01-01 00:00:00,VET/USDT,0.018785,0.020210,0.018423,0.019074,1756335032,34255235.086395,145623
1609372800000,2020-12-31 00:00:00,VET/USDT,0.020241,0.020332,0.018293,0.018784,1376351181,26257196.710522,130054
1609286400000,2020-12-30 00:00:00,VET/USDT,0.021221,0.021364,0.019117,0.020240,1980896758,39583902.208871,171246
1609200000000,2020-12-29 00:00:00,VET/USDT,0.020226,0.021438,0.018615,0.021263,4974838240,99373328.118094,393470
1609113600000,2020-12-28 00:00:00,VET/USDT,0.016562,0.020504,0.016223,0.020224,4059929467,75214686.243451,336475
1609027200000,2020-12-27 00:00:00,VET/USDT,0.016491,0.018129,0.015768,0.016553,4504327984,76992030.701169,329054
1608940800000,2020-12-26 00:00:00,VET/USDT,0.014601,0.017580,0.013630,0.016484,2746462790,42827033.048693,184630
1608854400000,2020-12-25 00:00:00,VET/USDT,0.014904,0.015277,0.014132,0.014605,1059069152,15574808.136847,91594
1608768000000,2020-12-24 00:00:00,VET/USDT,0.013230,0.015127,0.012603,0.014895,1912055791,26302183.901818,136654
1608681600000,2020-12-23 00:00:00,VET/USDT,0.015870,0.016057,0.011408,0.013233,2324180218,32951296.356130,168259
1608595200000,2020-12-22 00:00:00,VET/USDT,0.015537,0.016225,0.014969,0.015868,1093383706,17162341.119929,107632
1608508800000,2020-12-21 00:00:00,VET/USDT,0.016334,0.016547,0.015135,0.015533,1231270123,19461765.903816,105786
1608422400000,2020-12-20 00:00:00,VET/USDT,0.017394,0.017575,0.015491,0.016335,1510543090,25426856.334875,121876
1608336000000,2020-12-19 00:00:00,VET/USDT,0.017452,0.018167,0.017171,0.017393,1379258969,24301518.101035,105256
1608249600000,2020-12-18 00:00:00,VET/USDT,0.017100,0.017732,0.016601,0.017442,1294179510,22222151.215753,114499
1608163200000,2020-12-17 00:00:00,VET/USDT,0.017334,0.018281,0.016353,0.017096,2723394761,47252973.420706,175405
1608076800000,2020-12-16 00:00:00,VET/USDT,0.016523,0.017481,0.016199,0.017336,1391211279,23491889.055367,115648
1607990400000,2020-12-15 00:00:00,VET/USDT,0.016379,0.016975,0.016042,0.016521,982424936,16237923.986852,85787
1607904000000,2020-12-14 00:00:00,VET/USDT,0.016464,0.016637,0.016138,0.016373,826133247,13533483.681583,76735
1607817600000,2020-12-13 00:00:00,VET/USDT,0.016497,0.017008,0.016203,0.016463,1054409789,17544431.411757,92091
1607731200000,2020-12-12 00:00:00,VET/USDT,0.015606,0.016718,0.015558,0.016502,967458642,15811711.214155,89732
1607644800000,2020-12-11 00:00:00,VET/USDT,0.015949,0.016065,0.014957,0.015602,1207339008,18727354.206698,113709
1607558400000,2020-12-10 00:00:00,VET/USDT,0.016772,0.016906,0.015645,0.015943,928097902,15020060.894416,92052
1607472000000,2020-12-09 00:00:00,VET/USDT,0.016381,0.017115,0.015080,0.016772,1702839511,27794128.940434,140169
1607385600000,2020-12-08 00:00:00,VET/USDT,0.018151,0.018347,0.015833,0.016381,1969982065,33715597.387267,138821
1607299200000,2020-12-07 00:00:00,VET/USDT,0.017174,0.018526,0.016451,0.018151,2663127188,47159620.851789,171758
1607212800000,2020-12-06 00:00:00,VET/USDT,0.017492,0.017601,0.016525,0.017171,1210439314,20589986.504469,97828
1607126400000,2020-12-05 00:00:00,VET/USDT,0.015704,0.017699,0.015454,0.017487,1964953398,33455632.607180,139710
1607040000000,2020-12-04 00:00:00,VET/USDT,0.017404,0.017799,0.015389,0.015704,1901760300,31601728.927792,122884
1606953600000,2020-12-03 00:00:00,VET/USDT,0.016405,0.017970,0.016055,0.017404,2570432123,43776430.398397,153284
1606867200000,2020-12-02 00:00:00,VET/USDT,0.014734,0.016971,0.014371,0.016416,2384007810,37576488.519570,144380
1606780800000,2020-12-01 00:00:00,VET/USDT,0.016009,0.016534,0.014069,0.014733,2295442741,35243707.078548,131022
1606694400000,2020-11-30 00:00:00,VET/USDT,0.015145,0.016455,0.014826,0.016002,2107932617,32917861.703853,128868
1606608000000,2020-11-29 00:00:00,VET/USDT,0.015349,0.015979,0.014690,0.015151,1465090793,22369306.368258,86453
1606521600000,2020-11-28 00:00:00,VET/USDT,0.014508,0.016087,0.014059,0.015351,1973306169,29974744.031299,108482
1606435200000,2020-11-27 00:00:00,VET/USDT,0.014641,0.015401,0.013607,0.014508,2151606087,31031906.200614,114878
1606348800000,2020-11-26 00:00:00,VET/USDT,0.016589,0.017080,0.012142,0.014631,5741809455,80541826.940552,297048
1606262400000,2020-11-25 00:00:00,VET/USDT,0.016184,0.018710,0.015575,0.016593,4895508143,85305108.927367,276239
1606176000000,2020-11-24 00:00:00,VET/USDT,0.016071,0.017468,0.015010,0.016201,3926909558,63764367.591413,225622
1606089600000,2020-11-23 00:00:00,VET/USDT,0.013941,0.016489,0.013665,0.016074,3882321144,60474972.248123,219266
1606003200000,2020-11-22 00:00:00,VET/USDT,0.014506,0.014721,0.012700,0.013942,3140369889,43368037.286595,141569
1605916800000,2020-11-21 00:00:00,VET/USDT,0.012086,0.014724,0.011685,0.014506,4320932256,57534935.189325,195879
1605830400000,2020-11-20 00:00:00,VET/USDT,0.011528,0.012113,0.011411,0.012089,1463849764,17319943.976391,71938
1605744000000,2020-11-19 00:00:00,VET/USDT,0.011799,0.011863,0.011158,0.011537,1164665039,13436763.285296,65125
1605657600000,2020-11-18 00:00:00,VET/USDT,0.012386,0.012499,0.011209,0.011801,1796698083,21247334.482641,88584
1605571200000,2020-11-17 00:00:00,VET/USDT,0.011348,0.012655,0.011325,0.012381,2621165341,31580481.834495,128063
1605484800000,2020-11-16 00:00:00,VET/USDT,0.011046,0.011502,0.010867,0.011349,858235574,9651432.462155,48322
1605398400000,2020-11-15 00:00:00,VET/USDT,0.011267,0.011569,0.010760,0.011045,801405959,8976669.737329,49872
1605312000000,2020-11-14 00:00:00,VET/USDT,0.011833,0.011871,0.010941,0.011259,1046138191,11803366.420722,61962
1605225600000,2020-11-13 00:00:00,VET/USDT,0.010665,0.012000,0.010552,0.011827,1526946604,17435794.275527,92495
1605139200000,2020-11-12 00:00:00,VET/USDT,0.011344,0.011574,0.010500,0.010670,980839408,10873006.436357,58328
1605052800000,2020-11-11 00:00:00,VET/USDT,0.011597,0.011868,0.011335,0.011342,1084777863,12604133.028406,60754
1604966400000,2020-11-10 00:00:00,VET/USDT,0.011058,0.011896,0.010928,0.011599,1664566577,19214467.604929,89821
1604880000000,2020-11-09 00:00:00,VET/USDT,0.011130,0.011292,0.010425,0.011059,1053472523,11502413.848859,57450
1604793600000,2020-11-08 00:00:00,VET/USDT,0.010394,0.011433,0.010197,0.011142,1137828508,12456816.064888,63286
1604707200000,2020-11-07 00:00:00,VET/USDT,0.011206,0.012116,0.010142,0.010394,2576892255,28926856.806110,124563
1604620800000,2020-11-06 00:00:00,VET/USDT,0.009723,0.011256,0.009676,0.011206,2215641144,23548000.213049,108951
1604534400000,2020-11-05 00:00:00,VET/USDT,0.009413,0.009878,0.009192,0.009724,1548314442,14898023.153833,83418
1604448000000,2020-11-04 00:00:00,VET/USDT,0.009260,0.009660,0.008913,0.009405,2217198014,20461099.974138,106136
1604361600000,2020-11-03 00:00:00,VET/USDT,0.010057,0.010124,0.009209,0.009260,1303452492,12597046.204464,80573
1604275200000,2020-11-02 00:00:00,VET/USDT,0.010508,0.010715,0.009951,0.010057,895630061,9220577.773615,49340
1604188800000,2020-11-01 00:00:00,VET/USDT,0.009899,0.010609,0.009819,0.010515,1085909046,11163979.065164,58402
1604102400000,2020-10-31 00:00:00,VET/USDT,0.010086,0.010368,0.009831,0.009900,684110836,6927653.805186,40961
1604016000000,2020-10-30 00:00:00,VET/USDT,0.010193,0.010360,0.009513,0.010088,1228491178,12248986.728519,77654
1603929600000,2020-10-29 00:00:00,VET/USDT,0.010654,0.010850,0.009912,0.010187,980092049,10175945.907184,58610
1603843200000,2020-10-28 00:00:00,VET/USDT,0.011379,0.011471,0.010419,0.010653,1099121600,12062879.353162,61199
1603756800000,2020-10-27 00:00:00,VET/USDT,0.011374,0.011679,0.011060,0.011380,1142131239,13017582.324596,56067
1603670400000,2020-10-26 00:00:00,VET/USDT,0.011806,0.011995,0.011135,0.011381,1093051427,12686563.673620,53052
1603584000000,2020-10-25 00:00:00,VET/USDT,0.012299,0.012610,0.011755,0.011802,1108686885,13431122.483380,47853
1603497600000,2020-10-24 00:00:00,VET/USDT,0.012242,0.012467,0.012018,0.012309,958374865,11730643.513747,45638
1603411200000,2020-10-23 00:00:00,VET/USDT,0.012167,0.012594,0.011688,0.012238,1415792689,17194403.342977,97667
1603324800000,2020-10-22 00:00:00,VET/USDT,0.011354,0.012457,0.011176,0.012180,1850182251,22082769.491812,119875
1603238400000,2020-10-21 00:00:00,VET/USDT,0.010791,0.011529,0.010751,0.011357,1283846715,14415810.156893,58565
1603152000000,2020-10-20 00:00:00,VET/USDT,0.011414,0.011416,0.010713,0.010793,1006903904,11076186.815316,52636
1603065600000,2020-10-19 00:00:00,VET/USDT,0.011642,0.011814,0.011312,0.011412,1063970019,12268669.108051,47175
1602979200000,2020-10-18 00:00:00,VET/USDT,0.011000,0.011918,0.010971,0.011646,1031750102,11891845.710310,58002
1602892800000,2020-10-17 00:00:00,VET/USDT,0.010607,0.011063,0.010496,0.010992,687893890,7468567.562481,37521
1602806400000,2020-10-16 00:00:00,VET/USDT,0.010968,0.011078,0.010326,0.010599,576313617,6166668.672243,34727
1602720000000,2020-10-15 00:00:00,VET/USDT,0.011143,0.011305,0.010697,0.010971,864497723,9496453.162181,44668
1602633600000,2020-10-14 00:00:00,VET/USDT,0.011500,0.011590,0.010801,0.011143,991036042,11111778.421331,52564
1602547200000,2020-10-13 00:00:00,VET/USDT,0.011388,0.011785,0.011326,0.011489,903309086,10389847.098660,45743
1602460800000,2020-10-12 00:00:00,VET/USDT,0.011426,0.011842,0.010918,0.011397,1543240042,17610684.164562,73498
1602374400000,2020-10-11 00:00:00,VET/USDT,0.011400,0.011957,0.011245,0.011428,1123661320,12995306.165369,53601
1602288000000,2020-10-10 00:00:00,VET/USDT,0.011471,0.012074,0.011297,0.011407,1197788154,14057146.595651,54017
1602201600000,2020-10-09 00:00:00,VET/USDT,0.011018,0.011803,0.010790,0.011471,1348458557,15308113.297506,63409
1602115200000,2020-10-08 00:00:00,VET/USDT,0.011237,0.011471,0.010440,0.011014,1828217224,19986931.931680,86986
1602028800000,2020-10-07 00:00:00,VET/USDT,0.010119,0.011290,0.009687,0.011229,2030488752,21391937.329655,97244
1601942400000,2020-10-06 00:00:00,VET/USDT,0.011398,0.011486,0.010042,0.010112,1734683134,18619767.011491,86362
1601856000000,2020-10-05 00:00:00,VET/USDT,0.011677,0.011903,0.011252,0.011393,874632781,10081617.558539,54285
1601769600000,2020-10-04 00:00:00,VET/USDT,0.011748,0.011882,0.011333,0.011671,851183001,9903286.838260,57827
1601683200000,2020-10-03 00:00:00,VET/USDT,0.011862,0.012184,0.011711,0.011746,818857447,9749848.683007,44451
1601596800000,2020-10-02 00:00:00,VET/USDT,0.012739,0.012895,0.011525,0.011860,1256832708,15133649.240999,73692
1601510400000,2020-10-01 00:00:00,VET/USDT,0.013542,0.013669,0.012465,0.012729,863719992,11354838.030076,46105
1601424000000,2020-09-30 00:00:00,VET/USDT,0.013179,0.013600,0.012650,0.013532,1150891827,15098220.853273,68006
1601337600000,2020-09-29 00:00:00,VET/USDT,0.012777,0.013200,0.012322,0.013174,1318303748,16828466.808540,73756
1601251200000,2020-09-28 00:00:00,VET/USDT,0.012750,0.013595,0.012732,0.012779,1192001666,15790288.298204,71132
1601164800000,2020-09-27 00:00:00,VET/USDT,0.012859,0.013068,0.012275,0.012737,945912042,11947922.410090,47925
1601078400000,2020-09-26 00:00:00,VET/USDT,0.012927,0.013367,0.012443,0.012858,996807575,12824307.459089,52459
1600992000000,2020-09-25 00:00:00,VET/USDT,0.012388,0.013293,0.011838,0.012913,1622875196,20585866.918480,86336
1600905600000,2020-09-24 00:00:00,VET/USDT,0.011370,0.012640,0.011213,0.012389,1317451455,15756582.121396,66164
1600819200000,2020-09-23 00:00:00,VET/USDT,0.012351,0.012406,0.011100,0.011369,1816110172,21428439.712240,86734
1600732800000,2020-09-22 00:00:00,VET/USDT,0.012617,0.013041,0.011994,0.012344,1293367427,16262867.403160,58835
1600646400000,2020-09-21 00:00:00,VET/USDT,0.014458,0.014779,0.012160,0.012593,2136598218,28334128.572282,118156
1600560000000,2020-09-20 00:00:00,VET/USDT,0.015258,0.015897,0.013825,0.014462,1460511555,21699657.752441,94343
1600473600000,2020-09-19 00:00:00,VET/USDT,0.014419,0.015467,0.013837,0.015258,1378293309,20162044.506028,84217
1600387200000,2020-09-18 00:00:00,VET/USDT,0.013524,0.015328,0.013368,0.014423,2231554529,32195271.925907,122271
1600300800000,2020-09-17 00:00:00,VET/USDT,0.012466,0.013786,0.012380,0.013510,1615943412,21178663.447335,79233
1600214400000,2020-09-16 00:00:00,VET/USDT,0.012574,0.012676,0.012082,0.012460,1048894274,12979369.801882,55744
1600128000000,2020-09-15 00:00:00,VET/USDT,0.012859,0.013451,0.012541,0.012578,1171622480,15231778.257958,65575
1600041600000,2020-09-14 00:00:00,VET/USDT,0.012811,0.013250,0.012435,0.012851,937885448,12094020.391737,53499
1599955200000,2020-09-13 00:00:00,VET/USDT,0.013434,0.013848,0.012229,0.012811,1431180676,18622253.156240,78782
1599868800000,2020-09-12 00:00:00,VET/USDT,0.013250,0.013467,0.012861,0.013433,891414638,11728364.420005,52377
1599782400000,2020-09-11 00:00:00,VET/USDT,0.012985,0.013380,0.012431,0.013238,1195055376,15446011.234619,70672
1599696000000,2020-09-10 00:00:00,VET/USDT,0.012851,0.013684,0.012802,0.012985,1296985389,17087359.254409,69024
1599609600000,2020-09-09 00:00:00,VET/USDT,0.012131,0.013249,0.011610,0.012837,1499730767,18786157.691890,83896
1599523200000,2020-09-08 00:00:00,VET/USDT,0.012216,0.013449,0.011738,0.012118,2321208316,28786643.463181,127909
1599436800000,2020-09-07 00:00:00,VET/USDT,0.012345,0.012610,0.011000,0.012202,1936031865,22737161.401300,107598
1599350400000,2020-09-06 00:00:00,VET/USDT,0.012095,0.013000,0.010993,0.012355,2031251435,24624232.767225,110607
1599264000000,2020-09-05 00:00:00,VET/USDT,0.014264,0.014706,0.010775,0.012095,3065335642,39212981.103078,170378
1599177600000,2020-09-04 00:00:00,VET/USDT,0.012343,0.014740,0.011701,0.014280,3742322653,49999749.077777,224764
1599091200000,2020-09-03 00:00:00,VET/USDT,0.016011,0.016926,0.011178,0.012357,3311813120,49233045.178938,193979
1599004800000,2020-09-02 00:00:00,VET/USDT,0.017010,0.017300,0.015117,0.016005,1583569944,25586011.243237,120550
1598918400000,2020-09-01 00:00:00,VET/USDT,0.017421,0.017676,0.016787,0.017013,1619780074,27972142.091807,94070
1598832000000,2020-08-31 00:00:00,VET/USDT,0.017143,0.018716,0.017036,0.017421,2372341981,42573565.683675,161266
1598745600000,2020-08-30 00:00:00,VET/USDT,0.016759,0.017460,0.016681,0.017141,1444226586,24718765.759977,81105
1598659200000,2020-08-29 00:00:00,VET/USDT,0.016344,0.017226,0.016015,0.016751,1113448483,18598873.192033,59248
1598572800000,2020-08-28 00:00:00,VET/USDT,0.015960,0.016856,0.015687,0.016335,876591666,14318980.817499,59572
1598486400000,2020-08-27 00:00:00,VET/USDT,0.017133,0.017290,0.015288,0.015957,1321840076,21557831.072178,90494
1598400000000,2020-08-26 00:00:00,VET/USDT,0.016887,0.017545,0.016568,0.017136,1067780973,18232133.591633,100119
1598313600000,2020-08-25 00:00:00,VET/USDT,0.018209,0.018249,0.016264,0.016887,1323624926,22822751.397445,123532
1598227200000,2020-08-24 00:00:00,VET/USDT,0.017920,0.018777,0.017625,0.018199,857832438,15689717.697060,62802
1598140800000,2020-08-23 00:00:00,VET/USDT,0.018167,0.018333,0.017749,0.017920,744571061,13426465.549059,48146
1598054400000,2020-08-22 00:00:00,VET/USDT,0.017985,0.018474,0.017251,0.018178,1176721277,21150743.803448,82637
1597968000000,2020-08-21 00:00:00,VET/USDT,0.019409,0.019986,0.017858,0.017985,1453269082,27528036.893850,120186
1597881600000,2020-08-20 00:00:00,VET/USDT,0.017885,0.019448,0.017825,0.019410,1445435214,26979733.938586,121513
1597795200000,2020-08-19 00:00:00,VET/USDT,0.019139,0.019553,0.016877,0.017887,2244450796,41436155.102487,185322
1597708800000,2020-08-18 00:00:00,VET/USDT,0.020069,0.020394,0.018548,0.019141,1750503430,34207095.147473,130060
1597622400000,2020-08-17 00:00:00,VET/USDT,0.019860,0.021450,0.019487,0.020062,2250328235,45865908.900971,163929
1597536000000,2020-08-16 00:00:00,VET/USDT,0.019600,0.020185,0.019052,0.019857,1343220359,26321522.941177,102522
1597449600000,2020-08-15 00:00:00,VET/USDT,0.020543,0.020687,0.019098,0.019598,1198789452,23834998.916967,88154
1597363200000,2020-08-14 00:00:00,VET/USDT,0.019651,0.021105,0.019530,0.020535,1570352841,31983272.708141,102983
1597276800000,2020-08-13 00:00:00,VET/USDT,0.020476,0.020850,0.018850,0.019638,1619948514,32171663.726516,103147
1597190400000,2020-08-12 00:00:00,VET/USDT,0.019974,0.020897,0.018469,0.020466,1543323190,30809005.188119,98407
1597104000000,2020-08-11 00:00:00,VET/USDT,0.021460,0.021896,0.019012,0.019979,1866259217,38146369.891217,120524
1597017600000,2020-08-10 00:00:00,VET/USDT,0.021963,0.022170,0.020025,0.021471,2285381365,48523849.370165,149691
1596931200000,2020-08-09 00:00:00,VET/USDT,0.020874,0.023053,0.020278,0.021957,2615926014,56937265.567503,185735
1596844800000,2020-08-08 00:00:00,VET/USDT,0.018689,0.021236,0.018447,0.020865,2000214696,39950696.069775,135800
1596758400000,2020-08-07 00:00:00,VET/USDT,0.019750,0.020344,0.017875,0.018689,2601600520,50264368.616898,138240
1596672000000,2020-08-06 00:00:00,VET/USDT,0.018819,0.020300,0.018531,0.019762,3054110471,59652394.018921,192792
1596585600000,2020-08-05 00:00:00,VET/USDT,0.018755,0.019413,0.017910,0.018817,3049002718,57057262.038737,201265
1596499200000,2020-08-04 00:00:00,VET/USDT,0.016722,0.018955,0.016602,0.018755,2566120763,45717297.133990,206634
1596412800000,2020-08-03 00:00:00,VET/USDT,0.016229,0.016865,0.015973,0.016720,1211170644,20011570.442049,83191
1596326400000,2020-08-02 00:00:00,VET/USDT,0.017388,0.017547,0.014765,0.016237,2913053672,47802168.527769,141718
1596240000000,2020-08-01 00:00:00,VET/USDT,0.017237,0.017674,0.016800,0.017384,2638481888,45244846.481352,123202
1596153600000,2020-07-31 00:00:00,VET/USDT,0.017324,0.018400,0.016761,0.017244,3276478361,57420981.403860,177229
1596067200000,2020-07-30 00:00:00,VET/USDT,0.015589,0.017800,0.015338,0.017327,2801099755,46766796.653919,171405
1595980800000,2020-07-29 00:00:00,VET/USDT,0.015988,0.016426,0.015411,0.015587,1890892489,30048055.899515,96878
1595894400000,2020-07-28 00:00:00,VET/USDT,0.015682,0.016676,0.015488,0.016000,1965446864,31414816.587761,111366
1595808000000,2020-07-27 00:00:00,VET/USDT,0.017582,0.017690,0.014868,0.015681,3857322636,61995312.270946,218060
1595721600000,2020-07-26 00:00:00,VET/USDT,0.018271,0.018512,0.017264,0.017588,1566143114,28025274.323619,86036
1595635200000,2020-07-25 00:00:00,VET/USDT,0.017000,0.018416,0.016913,0.018276,2056792637,36651652.929198,114253
1595548800000,2020-07-24 00:00:00,VET/USDT,0.017402,0.017448,0.016730,0.017000,1212547399,20701729.682732,74758
1595462400000,2020-07-23 00:00:00,VET/USDT,0.017491,0.017955,0.017204,0.017403,1795510698,31534809.917609,99614
1595376000000,2020-07-22 00:00:00,VET/USDT,0.017509,0.017769,0.017019,0.017491,1913364472,33159235.718390,106109
1595289600000,2020-07-21 00:00:00,VET/USDT,0.016100,0.018244,0.015877,0.017508,3797770363,65765650.096479,203935
1595203200000,2020-07-20 00:00:00,VET/USDT,0.018033,0.018086,0.015866,0.016100,3416966971,57543588.760102,179936
1595116800000,2020-07-19 00:00:00,VET/USDT,0.018177,0.018377,0.017290,0.018028,1937445442,34679148.024061,91885
1595030400000,2020-07-18 00:00:00,VET/USDT,0.018212,0.018661,0.017887,0.018160,1501784580,27476329.520507,70606
1594944000000,2020-07-17 00:00:00,VET/USDT,0.018047,0.019129,0.017801,0.018212,2428154351,45060264.295630,120807
1594857600000,2020-07-16 00:00:00,VET/USDT,0.018998,0.019389,0.017000,0.018037,3848921404,70183072.724070,171503
1594771200000,2020-07-15 00:00:00,VET/USDT,0.018452,0.019895,0.018429,0.018995,4577786279,87724396.015618,190507
1594684800000,2020-07-14 00:00:00,VET/USDT,0.018436,0.018828,0.017300,0.018435,3432173243,62036863.997999,151710
1594598400000,2020-07-13 00:00:00,VET/USDT,0.018155,0.019814,0.017956,0.018450,5939027044,112688655.811572,253759
1594512000000,2020-07-12 00:00:00,VET/USDT,0.018496,0.018698,0.017325,0.018152,3318539914,59707641.627575,140073
1594425600000,2020-07-11 00:00:00,VET/USDT,0.017103,0.018720,0.016600,0.018491,5713846182,101331380.319963,238742
1594339200000,2020-07-10 00:00:00,VET/USDT,0.018259,0.019398,0.015000,0.017110,11584145668,195613724.691162,436272
1594252800000,2020-07-09 00:00:00,VET/USDT,0.019916,0.019916,0.016950,0.018241,9937451009,182262399.793110,377824
1594166400000,2020-07-08 00:00:00,VET/USDT,0.017320,0.021907,0.016723,0.019887,17326591773,334762130.191008,691189
1594080000000,2020-07-07 00:00:00,VET/USDT,0.014426,0.017829,0.014390,0.017316,7959820089,125319059.519775,332026
1593993600000,2020-07-06 00:00:00,VET/USDT,0.014296,0.015949,0.014059,0.014424,10495491429,155900537.390296,434699
1593907200000,2020-07-05 00:00:00,VET/USDT,0.012528,0.017061,0.011930,0.014309,19873049331,282017999.450034,734823
1593820800000,2020-07-04 00:00:00,VET/USDT,0.010195,0.012822,0.010144,0.012528,9125270244,106704616.318923,362315
1593734400000,2020-07-03 00:00:00,VET/USDT,0.009549,0.010477,0.009484,0.010193,4968240218,50267444.173701,181725
1593648000000,2020-07-02 00:00:00,VET/USDT,0.009427,0.009755,0.009109,0.009547,3992114644,37698871.503089,174076
1593561600000,2020-07-01 00:00:00,VET/USDT,0.008834,0.009516,0.008665,0.009427,2703764992,24719405.468150,106327
1593475200000,2020-06-30 00:00:00,VET/USDT,0.008683,0.008864,0.008567,0.008828,1306595019,11413586.997442,76786
1593388800000,2020-06-29 00:00:00,VET/USDT,0.008673,0.008844,0.008456,0.008680,1938266348,16771403.521892,85574
1593302400000,2020-06-28 00:00:00,VET/USDT,0.008600,0.008794,0.008355,0.008673,1732770203,14939904.018571,81232
1593216000000,2020-06-27 00:00:00,VET/USDT,0.008938,0.009152,0.008200,0.008600,2250027446,19759003.575673,109652
1593129600000,2020-06-26 00:00:00,VET/USDT,0.008870,0.009037,0.008746,0.008937,1689074720,14995386.167421,84852
1593043200000,2020-06-25 00:00:00,VET/USDT,0.008990,0.009188,0.008563,0.008871,2612392798,23294743.642070,121599
1592956800000,2020-06-24 00:00:00,VET/USDT,0.008900,0.009266,0.008644,0.008989,3036695647,27094472.756226,128396
1592870400000,2020-06-23 00:00:00,VET/USDT,0.009272,0.009350,0.008851,0.008899,3096031879,28005003.768957,113411
1592784000000,2020-06-22 00:00:00,VET/USDT,0.008620,0.009447,0.008577,0.009271,4053801765,36834657.800693,138771
1592697600000,2020-06-21 00:00:00,VET/USDT,0.008296,0.008888,0.008296,0.008620,3292789677,28131722.572876,112780
1592611200000,2020-06-20 00:00:00,VET/USDT,0.008381,0.008470,0.008084,0.008299,2671368743,22076347.771926,96341
1592524800000,2020-06-19 00:00:00,VET/USDT,0.008658,0.008698,0.008309,0.008383,3204617663,27269083.419857,117024
1592438400000,2020-06-18 00:00:00,VET/USDT,0.009014,0.009056,0.008359,0.008658,3483777174,30467454.774041,132169
1592352000000,2020-06-17 00:00:00,VET/USDT,0.009051,0.009242,0.008615,0.009014,5230179736,46716812.786773,168538
1592265600000,2020-06-16 00:00:00,VET/USDT,0.008996,0.009400,0.008775,0.009054,6671269652,60746100.695082,247880
1592179200000,2020-06-15 00:00:00,VET/USDT,0.008644,0.009250,0.007682,0.008996,12054124764,100450438.060829,440324
1592092800000,2020-06-14 00:00:00,VET/USDT,0.009600,0.009625,0.008437,0.008646,7198101197,63745328.949519,248830
1592006400000,2020-06-13 00:00:00,VET/USDT,0.009695,0.009848,0.009250,0.009602,3918472447,37499667.541319,174688
1591920000000,2020-06-12 00:00:00,VET/USDT,0.008751,0.009898,0.008622,0.009695,8298730338,78807901.867410,317879
1591833600000,2020-06-11 00:00:00,VET/USDT,0.008992,0.010661,0.008650,0.008751,21615374013,208325492.615966,638579
1591747200000,2020-06-10 00:00:00,VET/USDT,0.008156,0.009176,0.007900,0.008991,9020224485,75705179.610997,243912
1591660800000,2020-06-09 00:00:00,VET/USDT,0.007781,0.008270,0.007590,0.008157,4201568132,33022225.855135,151135
1591574400000,2020-06-08 00:00:00,VET/USDT,0.007235,0.007801,0.007161,0.007779,2833545145,21301282.639593,94360
1591488000000,2020-06-07 00:00:00,VET/USDT,0.007299,0.007454,0.006910,0.007234,3622273222,25910422.689744,94019
1591401600000,2020-06-06 00:00:00,VET/USDT,0.006696,0.007350,0.006611,0.007301,5582356860,38908084.225247,133851
1591315200000,2020-06-05 00:00:00,VET/USDT,0.006751,0.007051,0.006655,0.006696,2478334835,16949942.027646,79877
1591228800000,2020-06-04 00:00:00,VET/USDT,0.007104,0.007255,0.006585,0.006751,3459064867,23799041.279605,107027
1591142400000,2020-06-03 00:00:00,VET/USDT,0.007263,0.007500,0.006813,0.007103,3986770606,28428388.042798,122767
1591056000000,2020-06-02 00:00:00,VET/USDT,0.006680,0.007743,0.006369,0.007259,7450538414,53943645.174671,216531
1590969600000,2020-06-01 00:00:00,VET/USDT,0.006237,0.006885,0.006181,0.006683,4143509860,27286785.272018,138161
1590883200000,2020-05-31 00:00:00,VET/USDT,0.006222,0.006951,0.006005,0.006238,5810652346,37825978.976043,169145
1590796800000,2020-05-30 00:00:00,VET/USDT,0.005548,0.006250,0.005498,0.006225,3175753318,18537336.598043,87373
1590710400000,2020-05-29 00:00:00,VET/USDT,0.005509,0.005637,0.005278,0.005548,2509855937,13752903.168115,70180
1590624000000,2020-05-28 00:00:00,VET/USDT,0.004900,0.005565,0.004872,0.005507,3653367073,19313041.870489,95648
1590537600000,2020-05-27 00:00:00,VET/USDT,0.004872,0.005002,0.004781,0.004899,1843041829,9013688.350146,52099
1590451200000,2020-05-26 00:00:00,VET/USDT,0.005063,0.005085,0.004701,0.004871,2948810489,14399586.937029,75398
1590364800000,2020-05-25 00:00:00,VET/USDT,0.004466,0.005122,0.004408,0.005064,3955035901,19219277.821001,108231
