https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOT,Volume USDT,tradecount
1609804800000,2021-01-05 00:00:00,DOT/USDT,9.524,10.090,9.005,9.727,28997019.7,279244343.5024,545276
1609718400000,2021-01-04 00:00:00,DOT/USDT,10.188,10.584,8.666,9.524,47943722.2,461114327.6788,873097
1609632000000,2021-01-03 00:00:00,DOT/USDT,9.213,10.558,8.862,10.187,57323818.3,544512819.5921,1007535
1609545600000,2021-01-02 00:00:00,DOT/USDT,8.287,9.876,7.888,9.213,64951391.2,575364755.8334,1087271
1609459200000,2021-01-01 00:00:00,DOT/USDT,9.264,9.445,8.097,8.287,50583028.7,442648460.5523,816216
1609372800000,2020-12-31 00:00:00,DOT/USDT,7.244,9.532,7.170,9.264,59255089.8,485906693.8193,986856
1609286400000,2020-12-30 00:00:00,DOT/USDT,7.555,7.690,7.057,7.244,43369301.8,319244364.1195,650150
1609200000000,2020-12-29 00:00:00,DOT/USDT,6.608,7.730,6.200,7.554,65605380.9,442142002.2934,963377
1609113600000,2020-12-28 00:00:00,DOT/USDT,5.151,6.737,5.111,6.608,49271746.0,295858547.6070,658089
1609027200000,2020-12-27 00:00:00,DOT/USDT,5.195,5.435,4.938,5.149,22121978.6,115800991.6273,265880
1608940800000,2020-12-26 00:00:00,DOT/USDT,5.213,5.295,5.076,5.193,9129517.1,47415432.9072,127814
1608854400000,2020-12-25 00:00:00,DOT/USDT,5.114,5.290,5.040,5.212,9655072.7,49773371.4414,138795
1608768000000,2020-12-24 00:00:00,DOT/USDT,4.717,5.207,4.631,5.115,15103613.3,75188046.2174,201139
1608681600000,2020-12-23 00:00:00,DOT/USDT,5.153,5.197,4.582,4.717,13136426.7,64647387.4674,175353
1608595200000,2020-12-22 00:00:00,DOT/USDT,4.879,5.181,4.801,5.154,13992355.8,70027005.1947,183700
1608508800000,2020-12-21 00:00:00,DOT/USDT,5.191,5.457,4.782,4.877,15555773.8,79045205.2920,208560
1608422400000,2020-12-20 00:00:00,DOT/USDT,5.344,5.450,5.080,5.190,9485680.4,50029418.3508,122083
1608336000000,2020-12-19 00:00:00,DOT/USDT,5.365,5.590,5.275,5.343,8289631.5,45142475.6820,109958
1608249600000,2020-12-18 00:00:00,DOT/USDT,5.350,5.518,5.253,5.365,10031010.9,53836288.2614,143943
1608163200000,2020-12-17 00:00:00,DOT/USDT,5.372,5.775,5.259,5.350,21169940.1,116177222.5950,281628
1608076800000,2020-12-16 00:00:00,DOT/USDT,5.241,5.386,5.113,5.372,11642308.1,60877556.5120,142441
1607990400000,2020-12-15 00:00:00,DOT/USDT,4.896,5.290,4.841,5.241,10679386.5,54276527.4819,146820
1607904000000,2020-12-14 00:00:00,DOT/USDT,4.896,5.000,4.824,4.896,5389103.6,26415357.6713,78757
1607817600000,2020-12-13 00:00:00,DOT/USDT,4.738,4.998,4.724,4.897,6843704.3,33373857.6708,92612
1607731200000,2020-12-12 00:00:00,DOT/USDT,4.614,4.796,4.606,4.738,4918743.1,23243698.1396,77823
1607644800000,2020-12-11 00:00:00,DOT/USDT,4.802,4.815,4.540,4.612,5967989.9,27748806.0593,104528
1607558400000,2020-12-10 00:00:00,DOT/USDT,4.871,4.918,4.740,4.800,4622098.7,22256654.6325,77819
1607472000000,2020-12-09 00:00:00,DOT/USDT,4.740,4.938,4.616,4.870,8663731.1,41685678.9252,118941
1607385600000,2020-12-08 00:00:00,DOT/USDT,5.060,5.075,4.695,4.740,7513347.8,36537185.4765,111431
1607299200000,2020-12-07 00:00:00,DOT/USDT,5.133,5.160,5.010,5.060,4273470.4,21750410.4471,78612
1607212800000,2020-12-06 00:00:00,DOT/USDT,5.185,5.208,5.002,5.132,4433815.4,22590559.5062,76564
1607126400000,2020-12-05 00:00:00,DOT/USDT,4.999,5.195,4.876,5.185,5398595.6,27312653.7187,98713
1607040000000,2020-12-04 00:00:00,DOT/USDT,5.402,5.439,4.954,4.999,8403326.4,43757710.6689,125344
1606953600000,2020-12-03 00:00:00,DOT/USDT,5.457,5.575,5.316,5.403,8426289.0,45947097.5149,125299
1606867200000,2020-12-02 00:00:00,DOT/USDT,5.083,5.546,4.981,5.457,10838129.1,57444499.8300,159641
1606780800000,2020-12-01 00:00:00,DOT/USDT,5.382,5.556,4.952,5.081,14573932.8,76761964.8133,217333
1606694400000,2020-11-30 00:00:00,DOT/USDT,5.190,5.453,5.130,5.381,15230998.5,80615812.6706,215750
1606608000000,2020-11-29 00:00:00,DOT/USDT,4.891,5.210,4.795,5.190,9711959.5,48635617.5722,144026
1606521600000,2020-11-28 00:00:00,DOT/USDT,4.809,4.955,4.669,4.888,8428910.8,40632159.7975,115936
1606435200000,2020-11-27 00:00:00,DOT/USDT,4.805,5.074,4.507,4.810,11243818.4,53718741.9919,175352
1606348800000,2020-11-26 00:00:00,DOT/USDT,5.306,5.379,4.430,4.804,26341446.8,126715475.0174,354137
1606262400000,2020-11-25 00:00:00,DOT/USDT,5.747,5.849,5.108,5.306,17482952.4,96732295.3732,214639
1606176000000,2020-11-24 00:00:00,DOT/USDT,5.920,6.114,5.502,5.747,25837968.1,151406175.3470,307711
1606089600000,2020-11-23 00:00:00,DOT/USDT,5.526,6.000,5.421,5.919,24914371.9,143211989.0854,294293
1606003200000,2020-11-22 00:00:00,DOT/USDT,5.795,5.876,5.167,5.525,21964164.1,121367034.0623,263789
1605916800000,2020-11-21 00:00:00,DOT/USDT,5.234,5.832,5.128,5.796,24807643.3,136291575.7632,284547
1605830400000,2020-11-20 00:00:00,DOT/USDT,4.759,5.481,4.741,5.234,27612938.7,145104509.2641,298392
1605744000000,2020-11-19 00:00:00,DOT/USDT,4.682,4.858,4.539,4.759,10079058.3,47540742.6101,136351
1605657600000,2020-11-18 00:00:00,DOT/USDT,4.864,4.953,4.400,4.682,16570102.1,78043789.5770,201365
1605571200000,2020-11-17 00:00:00,DOT/USDT,4.501,4.950,4.491,4.864,22824103.0,109173374.9148,277611
1605484800000,2020-11-16 00:00:00,DOT/USDT,4.369,4.604,4.336,4.502,12131373.2,54226471.5196,130677
1605398400000,2020-11-15 00:00:00,DOT/USDT,4.467,4.509,4.302,4.366,8876203.6,39207123.4838,94995
1605312000000,2020-11-14 00:00:00,DOT/USDT,4.543,4.559,4.353,4.465,7048928.1,31412279.1006,75767
1605225600000,2020-11-13 00:00:00,DOT/USDT,4.406,4.597,4.368,4.543,8344282.1,37292009.2636,129058
1605139200000,2020-11-12 00:00:00,DOT/USDT,4.449,4.479,4.310,4.405,5993160.6,26261402.7029,79700
1605052800000,2020-11-11 00:00:00,DOT/USDT,4.424,4.635,4.414,4.450,8980090.5,40444015.4650,108562
1604966400000,2020-11-10 00:00:00,DOT/USDT,4.349,4.509,4.303,4.422,7862750.1,34588074.2005,95325
1604880000000,2020-11-09 00:00:00,DOT/USDT,4.372,4.466,4.238,4.349,8799504.9,38295036.1979,102338
1604793600000,2020-11-08 00:00:00,DOT/USDT,4.234,4.431,4.127,4.373,9744221.0,42091514.9400,94031
1604707200000,2020-11-07 00:00:00,DOT/USDT,4.585,4.866,4.078,4.235,20256437.4,89959496.3740,200421
1604620800000,2020-11-06 00:00:00,DOT/USDT,4.224,4.645,4.201,4.587,12754179.9,56871552.0504,148339
1604534400000,2020-11-05 00:00:00,DOT/USDT,4.097,4.303,4.008,4.224,10263880.4,42764255.5518,121321
1604448000000,2020-11-04 00:00:00,DOT/USDT,4.033,4.155,3.887,4.096,11005075.9,44143001.0826,121661
1604361600000,2020-11-03 00:00:00,DOT/USDT,4.026,4.068,3.877,4.033,9641198.0,38170397.0326,101383
1604275200000,2020-11-02 00:00:00,DOT/USDT,4.220,4.264,3.957,4.026,10764650.7,44072927.4014,98014
1604188800000,2020-11-01 00:00:00,DOT/USDT,4.181,4.224,4.104,4.218,4507314.7,18773815.6765,55422
1604102400000,2020-10-31 00:00:00,DOT/USDT,4.080,4.281,4.054,4.180,6751670.7,28292507.2557,72562
1604016000000,2020-10-30 00:00:00,DOT/USDT,4.054,4.161,3.908,4.081,10743311.6,43496924.6695,119560
1603929600000,2020-10-29 00:00:00,DOT/USDT,4.356,4.411,3.822,4.055,18536282.2,76989903.0067,169199
1603843200000,2020-10-28 00:00:00,DOT/USDT,4.677,4.784,4.230,4.358,15525273.3,69299169.7609,152054
1603756800000,2020-10-27 00:00:00,DOT/USDT,4.703,4.939,4.641,4.677,18254991.3,87174770.1364,174894
1603670400000,2020-10-26 00:00:00,DOT/USDT,4.333,4.751,4.289,4.702,23157749.7,105267836.2860,224257
1603584000000,2020-10-25 00:00:00,DOT/USDT,4.351,4.451,4.257,4.330,7512771.4,32668114.7720,74233
1603497600000,2020-10-24 00:00:00,DOT/USDT,4.265,4.439,4.242,4.352,10436586.4,45562625.2056,99485
1603411200000,2020-10-23 00:00:00,DOT/USDT,4.272,4.492,4.184,4.266,13498558.6,58427270.3668,147150
1603324800000,2020-10-22 00:00:00,DOT/USDT,4.136,4.345,4.124,4.274,11088616.7,47267837.7217,124671
1603238400000,2020-10-21 00:00:00,DOT/USDT,3.904,4.247,3.890,4.136,13125316.1,53572608.6789,145854
1603152000000,2020-10-20 00:00:00,DOT/USDT,3.988,4.150,3.863,3.903,11666325.9,46726213.2539,128705
1603065600000,2020-10-19 00:00:00,DOT/USDT,4.109,4.125,3.953,3.989,5237793.8,21162380.4796,72331
1602979200000,2020-10-18 00:00:00,DOT/USDT,3.967,4.130,3.956,4.111,4442084.6,18073012.0465,63149
1602892800000,2020-10-17 00:00:00,DOT/USDT,3.917,3.982,3.862,3.967,3942619.0,15522896.5273,65474
1602806400000,2020-10-16 00:00:00,DOT/USDT,4.102,4.161,3.790,3.916,9332072.8,36847321.3029,114533
1602720000000,2020-10-15 00:00:00,DOT/USDT,4.186,4.193,4.019,4.103,8460458.8,34825148.6164,100329
1602633600000,2020-10-14 00:00:00,DOT/USDT,4.254,4.388,4.074,4.186,11394825.4,48479022.3516,125398
1602547200000,2020-10-13 00:00:00,DOT/USDT,4.310,4.349,4.125,4.254,8263068.0,35167246.7578,111800
1602460800000,2020-10-12 00:00:00,DOT/USDT,4.248,4.455,4.178,4.311,14438897.4,62701790.3992,163900
1602374400000,2020-10-11 00:00:00,DOT/USDT,4.262,4.343,4.164,4.248,8330751.3,35447089.4873,105541
1602288000000,2020-10-10 00:00:00,DOT/USDT,4.254,4.490,4.223,4.262,11444963.4,49754388.1502,123818
1602201600000,2020-10-09 00:00:00,DOT/USDT,4.115,4.353,4.010,4.257,13744416.0,57535531.3882,131323
1602115200000,2020-10-08 00:00:00,DOT/USDT,3.849,4.160,3.621,4.117,18897243.0,73202638.6086,170798
1602028800000,2020-10-07 00:00:00,DOT/USDT,3.743,3.885,3.591,3.850,15267754.0,57443612.3339,149282
1601942400000,2020-10-06 00:00:00,DOT/USDT,4.159,4.179,3.592,3.743,17071553.3,66795807.1659,162599
1601856000000,2020-10-05 00:00:00,DOT/USDT,4.177,4.245,4.104,4.160,6958518.5,29110841.3129,70153
1601769600000,2020-10-04 00:00:00,DOT/USDT,4.061,4.198,4.006,4.178,5334150.7,21889783.1582,62032
1601683200000,2020-10-03 00:00:00,DOT/USDT,4.125,4.147,4.024,4.061,4591505.0,18760415.2078,77018
1601596800000,2020-10-02 00:00:00,DOT/USDT,4.346,4.366,3.848,4.125,12576507.8,51380513.8392,159053
1601510400000,2020-10-01 00:00:00,DOT/USDT,4.350,4.593,4.241,4.348,14286848.1,63245898.7843,170427
1601424000000,2020-09-30 00:00:00,DOT/USDT,4.499,4.505,4.237,4.350,8146297.3,35468405.2462,108747
1601337600000,2020-09-29 00:00:00,DOT/USDT,4.454,4.617,4.352,4.499,13468351.9,60493870.0906,150785
1601251200000,2020-09-28 00:00:00,DOT/USDT,4.300,4.596,4.203,4.456,16281359.8,72187753.1355,184479
1601164800000,2020-09-27 00:00:00,DOT/USDT,4.330,4.368,4.110,4.301,7868546.8,33419518.9770,89618
1601078400000,2020-09-26 00:00:00,DOT/USDT,4.417,4.485,4.224,4.331,6762111.0,29365085.7936,77748
1600992000000,2020-09-25 00:00:00,DOT/USDT,4.380,4.534,4.236,4.416,10448990.3,45590387.6859,110523
1600905600000,2020-09-24 00:00:00,DOT/USDT,4.017,4.469,3.960,4.380,16488091.9,69850988.3368,151369
1600819200000,2020-09-23 00:00:00,DOT/USDT,4.162,4.327,3.939,4.017,18670450.4,76994576.6099,161213
1600732800000,2020-09-22 00:00:00,DOT/USDT,4.069,4.210,3.900,4.164,13963592.0,57042622.5838,148926
1600646400000,2020-09-21 00:00:00,DOT/USDT,4.661,4.699,3.906,4.069,26452655.3,110950725.0304,295235
1600560000000,2020-09-20 00:00:00,DOT/USDT,4.926,4.974,4.376,4.661,13744406.2,64283026.7944,183256
1600473600000,2020-09-19 00:00:00,DOT/USDT,5.269,5.273,4.806,4.929,7722368.4,39034734.9398,121221
1600387200000,2020-09-18 00:00:00,DOT/USDT,5.338,5.465,5.091,5.268,11417450.6,60087416.0347,149500
1600300800000,2020-09-17 00:00:00,DOT/USDT,5.077,5.432,5.049,5.340,13989325.4,73501634.2594,181041
1600214400000,2020-09-16 00:00:00,DOT/USDT,5.061,5.291,4.969,5.082,12657543.0,64550748.1512,154575
1600128000000,2020-09-15 00:00:00,DOT/USDT,5.363,5.452,5.044,5.062,15695368.3,82868624.7079,198085
1600041600000,2020-09-14 00:00:00,DOT/USDT,5.330,5.584,5.089,5.365,21796482.8,116318069.6152,265678
1599955200000,2020-09-13 00:00:00,DOT/USDT,5.143,5.481,4.770,5.330,28970409.1,148730182.4715,299639
1599868800000,2020-09-12 00:00:00,DOT/USDT,4.650,5.304,4.499,5.143,23105202.5,113048249.9775,253417
1599782400000,2020-09-11 00:00:00,DOT/USDT,4.578,4.744,4.294,4.651,12384407.3,55592867.8235,163775
1599696000000,2020-09-10 00:00:00,DOT/USDT,4.707,4.900,4.442,4.577,14627909.7,67939571.3939,184207
1599609600000,2020-09-09 00:00:00,DOT/USDT,4.268,4.800,4.132,4.706,15706478.6,70547746.7001,200449
1599523200000,2020-09-08 00:00:00,DOT/USDT,4.598,4.632,4.108,4.274,15114305.5,65512831.6827,200259
1599436800000,2020-09-07 00:00:00,DOT/USDT,4.789,4.836,4.001,4.598,22395692.9,98202516.2297,275727
1599350400000,2020-09-06 00:00:00,DOT/USDT,4.145,4.946,3.726,4.789,33884882.7,149491742.3788,369997
1599264000000,2020-09-05 00:00:00,DOT/USDT,5.102,5.315,3.550,4.145,48012193.8,210720123.8437,520687
1599177600000,2020-09-04 00:00:00,DOT/USDT,5.680,5.995,4.467,5.105,46084440.4,242347855.9987,530718
1599091200000,2020-09-03 00:00:00,DOT/USDT,6.144,6.339,5.550,5.680,40503527.5,243713961.3863,486150
1599004800000,2020-09-02 00:00:00,DOT/USDT,6.254,6.460,5.510,6.136,27104128.0,162883902.2724,356624
1598918400000,2020-09-01 00:00:00,DOT/USDT,6.275,6.889,6.125,6.253,24095350.4,156488512.1252,367297
1598832000000,2020-08-31 00:00:00,DOT/USDT,5.898,6.479,5.762,6.275,22653228.3,139095930.6805,335341
1598745600000,2020-08-30 00:00:00,DOT/USDT,6.148,6.237,5.721,5.899,20792243.5,124584142.0065,290927
1598659200000,2020-08-29 00:00:00,DOT/USDT,6.186,6.571,6.018,6.144,24587097.5,155229777.9378,320667
1598572800000,2020-08-28 00:00:00,DOT/USDT,5.658,6.388,5.511,6.179,33421289.7,199764540.1280,427225
1598486400000,2020-08-27 00:00:00,DOT/USDT,6.092,6.828,5.230,5.668,75224186.8,449647538.4695,916615
1598400000000,2020-08-26 00:00:00,DOT/USDT,5.560,6.598,5.102,6.092,51031902.3,300034766.1615,718104
1598313600000,2020-08-25 00:00:00,DOT/USDT,4.585,5.776,4.492,5.560,54379664.2,274657179.7305,755276
1598227200000,2020-08-24 00:00:00,DOT/USDT,3.993,4.810,3.755,4.594,27131790.2,116315362.2400,347435
1598140800000,2020-08-23 00:00:00,DOT/USDT,4.482,4.500,3.706,3.993,23021804.0,92770491.1651,288821
1598054400000,2020-08-22 00:00:00,DOT/USDT,2.920,5.100,2.920,4.465,34281718.6,133878465.8050,415916
